Dept.,Course,Start Date,Start Time,Duration (Mins),End Date,End Time,Location,Availability
PSYC,PSYC 1001 A,Dec-17-2024,09:00,90,Dec-17-2024,10:30,AH,Fixed Duration
PSYC,PSYC 1001 B,Dec-17-2024,09:00,90,Dec-17-2024,10:30,AH,Fixed Duration
PSYC,PSYC 1001 C,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
PSYC,PSYC 1001 D,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
PSYC,PSYC 1001 E,Dec-19-2024,19:00,120,Dec-19-2024,21:00,FH,Fixed Duration
PSYC,PSYC 1001 F,Dec-17-2024,19:00,120,Dec-17-2024,21:00,AH,Fixed Duration
PSYC,PSYC 1001 G,Dec-20-2024,19:00,120,Dec-20-2024,21:00,AH,Fixed Duration
PSYC,PSYC 1001 K,Dec-17-2024,19:00,120,Dec-17-2024,21:00,AH,Fixed Duration
PSYC,PSYC 1001 M,Dec-15-2024,14:00,120,Dec-15-2024,16:00,AH,Fixed Duration
PSYC,PSYC 1002 D,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
PSYC,PSYC 1002 L,Dec-15-2024,14:00,180,Dec-15-2024,17:00,NN 231,Fixed Duration
PSYC,PSYC 2001 A,Dec-20-2024,19:00,120,Dec-20-2024,21:00,AH,Fixed Duration
PSYC,PSYC 2001 B,Dec-13-2024,19:00,120,Dec-13-2024,21:00,AH,Fixed Duration
PSYC,PSYC 2001 C,Dec-13-2024,19:00,120,Dec-13-2024,21:00,AH,Fixed Duration
PSYC,PSYC 2001 D,Dec-11-2024,10:00,180,Dec-11-2024,22:00,ON LINE,Fixed Within Range
PSYC,PSYC 2100 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,FH,Fixed Duration
PSYC,PSYC 2301 A,Dec-14-2024,08:00,120,Dec-14-2024,23:00,ON LINE,Fixed Within Range
PSYC,PSYC 2307 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,AT 102,Fixed Duration
PSYC,PSYC 2307 B,Dec-17-2024,09:00,120,Dec-17-2024,11:00,AT 101,Fixed Duration
PSYC,PSYC 2400 B,Dec-16-2024,14:00,120,Dec-16-2024,16:00,AH,Fixed Duration
PSYC,PSYC 2500 A,Dec-19-2024,19:00,80,Dec-19-2024,20:20,FH,Fixed Duration
PSYC,PSYC 2500 B,Dec-13-2024,09:00,120,Dec-13-2024,11:00,AH,Fixed Duration
PSYC,PSYC 2600 A,Dec-18-2024,14:00,120,Dec-18-2024,16:00,AH,Fixed Duration
PSYC,PSYC 2700 A,Dec-17-2024,14:00,90,Dec-17-2024,15:30,ON LINE,Fixed Duration
PSYC,PSYC 2700 B,Dec-17-2024,14:00,90,Dec-17-2024,15:30,ON LINE,Fixed Duration
PSYC,PSYC 2801 A,Dec-15-2024,14:00,80,Dec-15-2024,15:20,AH,Fixed Duration
PSYC,PSYC 3301 A,Dec-10-2024,10:00,60,Dec-12-2024,10:00,ON LINE,Fixed Within Range
PSYC,PSYC 3302 A,Dec-09-2024,09:00,90,Dec-09-2024,10:30,NN 231,Fixed Duration
PSYC,PSYC 3402 A,Dec-09-2024,11:00,120,Dec-10-2024,11:00,ON LINE,Fixed Within Range
PSYC,PSYC 3402 B,Dec-13-2024,14:00,180,Dec-13-2024,17:00,AH,Fixed Duration
PSYC,PSYC 3403 A,Dec-17-2024,08:00,120,Dec-17-2024,23:00,ON LINE,Fixed Within Range
PSYC,PSYC 3403 B,Dec-20-2024,14:00,180,Dec-20-2024,17:00,NN 231,Fixed Duration
PSYC,PSYC 3404 A,Dec-16-2024,09:00,120,Dec-16-2024,11:00,AT 301,Fixed Duration
PSYC,PSYC 3505 A,Dec-10-2024,14:00,120,Dec-10-2024,16:00,TB 208,Fixed Duration
PSYC,PSYC 3506 A,Dec-13-2024,10:00,180,Dec-13-2024,22:00,ON LINE,Fixed Within Range
PSYC,PSYC 3508 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,AT 101,Fixed Duration
PSYC,PSYC 3603 A,Dec-15-2024,09:00,120,Dec-15-2024,11:00,AT 102,Fixed Duration
PSYC,PSYC 3702 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AT 301,Fixed Duration
SOAN,ANTH 2850 A,Dec-18-2024,19:00,120,Dec-18-2024,21:00,AT 101,Fixed Duration
SOAN,SOCI 1001 A,Dec-12-2024,14:00,120,Dec-12-2024,16:00,AH,Fixed Duration
SOAN,SOCI 1001 C,Dec-12-2024,19:00,180,Dec-12-2024,22:00,AH,Fixed Duration
SOAN,SOCI 3006 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 236,Fixed Duration
SOAN,SOCI 3170 A,Dec-18-2024,14:00,120,Dec-18-2024,16:00,TB 206,Fixed Duration
SOAN,SOCI 4702 A,Dec-11-2024,14:00,120,Dec-11-2024,16:00,TB 238,Fixed Duration
SOWK,SOWK 1001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,AT 101,Fixed Duration
SOWK,SOWK 2202 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 210,Fixed Duration
SYST,BIOM 5405 F,Dec-18-2024,14:00,180,Dec-18-2024,17:00,RB 2308,Fixed Duration
SYST,BIOM 5405 F,Dec-18-2024,14:00,180,Dec-18-2024,17:00,RB 2311,Fixed Duration
SYST,ECOR 1041 F,Dec-09-2024,09:00,150,Dec-09-2024,11:30,AH,Fixed Duration
SYST,ECOR 1042 A,Dec-09-2024,09:00,150,Dec-09-2024,11:30,AH,Fixed Duration
SYST,ECOR 1042 B,Dec-09-2024,09:00,150,Dec-09-2024,11:30,AH,Fixed Duration
SYST,EGEN 5206 F,Dec-17-2024,09:00,120,Dec-17-2024,11:00,TB 342,Fixed Duration
SYST,SYSC 2006 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,FH,Fixed Duration
SYST,SYSC 2006 B,Dec-10-2024,09:00,180,Dec-10-2024,12:00,FH,Fixed Duration
SYST,SYSC 2310 A,Dec-13-2024,14:00,160,Dec-13-2024,16:40,AH,Fixed Duration
SYST,SYSC 2310 B,Dec-13-2024,14:00,160,Dec-13-2024,16:40,AH,Fixed Duration
SYST,SYSC 3006 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,AT 302,Fixed Duration
SYST,SYSC 3020 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,AT 102,Fixed Duration
SYST,SYSC 3110 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,HS 1301,Fixed Duration
SYST,SYSC 3120 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,AT 101,Fixed Duration
SYST,SYSC 3203 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,NN 279,Fixed Duration
SYST,SYSC 3310 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,CB 5105,Fixed Duration
SYST,SYSC 3310 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,CB 5107,Fixed Duration
SYST,SYSC 3310 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,CB 5109,Fixed Duration
SYST,SYSC 3310 B,Dec-20-2024,14:00,120,Dec-20-2024,16:00,AH,Fixed Duration
SYST,SYSC 3500 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,TB 217,Fixed Duration
SYST,SYSC 3600 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
SYST,SYSC 3600 B,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
SYST,SYSC 3600 C,Dec-17-2024,09:00,180,Dec-17-2024,12:00,FH,Fixed Duration
SYST,SYSC 3610 A,Dec-14-2024,19:00,180,Dec-14-2024,22:00,AT 302,Fixed Duration
SYST,SYSC 4001 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
SYST,SYSC 4101 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,NN 231,Fixed Duration
SYST,SYSC 4203 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NN 282,Fixed Duration
SYST,SYSC 4310 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,CB 5019,Fixed Duration
SYST,SYSC 4310 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,CB 5105,Fixed Duration
SYST,SYSC 4405 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
SYST,SYSC 4505 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,AH,Fixed Duration
SYST,SYSC 4602 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,FH,Fixed Duration
SYST,SYSC 4604 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,NN 279,Fixed Duration
SYST,SYSC 4806 A,Dec-13-2024,19:00,120,Dec-13-2024,21:00,NN 231,Fixed Duration
SYST,SYSC 4810 A,Dec-18-2024,14:00,150,Dec-18-2024,16:30,FH,Fixed Duration
SYST,SYSC 4810 B,Dec-18-2024,14:00,120,Dec-18-2024,16:00,NI 4010,Fixed Duration
SYST,SYSC 5105 F,Dec-16-2024,09:00,180,Dec-16-2024,12:00,NN 231,Fixed Duration
SYST,SYSC 5405 F,Dec-18-2024,14:00,180,Dec-18-2024,17:00,RB 2308,Fixed Duration
SYST,SYSC 5405 F,Dec-18-2024,14:00,180,Dec-18-2024,17:00,RB 2311,Fixed Duration
SYST,SYSC 5503 F,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 204,Fixed Duration
SYST,SYSC 5703 F,Dec-11-2024,14:00,120,Dec-11-2024,16:00,TB 215,Fixed Duration
SYST,SYSC 5809 F,Dec-11-2024,14:00,120,Dec-11-2024,16:00,TB 210,Fixed Duration
TSE,TSES 2305 A,Dec-09-2024,10:00,70,Dec-21-2024,17:00,ON LINE,Fixed Within Range
TSE,TSES 2305 B,Dec-09-2024,10:00,70,Dec-21-2024,17:00,ON LINE,Fixed Within Range
TSE,TSES 3001 A,Dec-13-2024,14:00,150,Dec-13-2024,16:30,TB 340,Fixed Duration
TSE,TSES 4001 A,Dec-15-2024,09:00,150,Dec-15-2024,11:30,TB 238,Fixed Duration
TSE,TSES 4007 A,Dec-15-2024,14:00,120,Dec-15-2024,16:00,TB 202,Fixed Duration
